Unnamed: 0,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,latitude,longitude,raw_address,is_exact_address_hidden,street_name,street_number,portal,floor,is_floor_under,door,neighborhood_id,operation,rent_price,rent_price_by_area,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,are_pets_allowed,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_furnished,is_kitchen_equipped,is_accessible,has_green_zones,energy_certificate,has_parking,has_private_parking,has_public_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
14651,7091,"Piso en venta en calle del Doctor Fleming, 44","Nueva España, Madrid",80.0,,2,2.0,,,,,"Calle del Doctor Fleming, 44",False,Calle del Doctor Fleming,44,,7.0,False,,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1781,,False,550000,6875,True,HouseType 1: Pisos,True,False,1963.0,True,False,,,True,True,True,,True,True,,,,,,,no indicado,False,,,,,False,False,True,False
14655,7087,Piso en venta en avenida Pio XII,"Nueva España, Madrid",67.0,50.0,1,1.0,,,,,Avenida Pio XII,True,Avenida Pio XII,,,6.0,False,,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1225,,False,310000,4627,True,HouseType 1: Pisos,False,False,1977.0,False,True,,True,True,True,True,,True,,,,,,,,en trámite,False,,,,,,,,
14657,7085,Piso en venta en Prosperidad,"Chamartín, Madrid",80.0,,2,2.0,,,,,,True,,,,7.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1519,,False,435000,5438,True,HouseType 1: Pisos,False,False,1962.0,True,False,,True,True,True,True,,,,,,,,True,,en trámite,False,,,,,,,,
14658,7084,"Piso en venta en calle de Francisco Silvela, 88","Prosperidad, Madrid",108.0,98.0,2,2.0,,,,,"Calle de Francisco Silvela, 88",False,Calle de Francisco Silvela,88,,2.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,2070,,False,675000,6250,True,HouseType 1: Pisos,True,False,1950.0,False,True,,,True,True,True,,,,,True,,,,True,en trámite,False,,,,,True,False,False,False
14659,7083,Piso en venta en Chile 15 s/n,"Bernabéu-Hispanoamérica, Madrid",83.0,79.0,3,1.0,,,,,Chile 15 s/n,False,,,,1.0,False,,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1382,,False,375000,4518,True,HouseType 1: Pisos,False,False,1952.0,True,False,,,True,True,True,,,,,True,,,,,en trámite,False,,,,,,,,
14660,7082,Piso en venta en El Viso,"Chamartín, Madrid",331.0,,4,3.0,,,,,,True,,,,3.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,-5194,,False,1600000,4834,True,HouseType 1: Pisos,False,False,1971.0,True,False,,True,True,True,True,,,True,,True,,,True,,D,False,,,,,False,False,False,True
14661,7081,Piso en venta en calle de Costa Rica,"Nueva España, Madrid",89.0,80.0,3,1.0,,,,,Calle de Costa Rica,True,Calle de Costa Rica,,,6.0,False,,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1428,,False,395000,4438,True,HouseType 1: Pisos,False,False,1952.0,False,True,,True,True,True,True,,,,,,,,True,,en trámite,False,,,,,True,False,True,False
14662,7080,Piso en venta en avenida de Burgos,"Castilla, Madrid",97.0,85.0,2,2.0,,,,,Avenida de Burgos,True,Avenida de Burgos,,,1.0,False,,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,1564,,False,455000,4691,True,HouseType 1: Pisos,False,False,1986.0,False,True,,,True,True,True,,True,,,,,,,True,E,True,,,True,0.0,True,True,False,False
14666,7076,Piso en venta en calle Pedro de Valdivia,"El Viso, Madrid",236.0,,4,3.0,,,,,Calle Pedro de Valdivia,True,Calle Pedro de Valdivia,,,6.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,-14150,,False,1800000,7627,True,HouseType 1: Pisos,True,False,1965.0,False,True,,True,True,True,True,,,,,True,,,,,en trámite,False,,,,,False,False,True,False
14669,7073,Piso en venta en calle Profesor Waksman,"Bernabéu-Hispanoamérica, Madrid",154.0,,3,3.0,,,,,Calle Profesor Waksman,True,Calle Profesor Waksman,,,4.0,False,,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,2315,,False,790000,5130,True,HouseType 1: Pisos,True,False,1965.0,True,False,,,True,True,True,,,,,True,,,,,en trámite,False,,,,,False,False,True,False
14671,7071,"Piso en venta en calle de San Ramón Nonato, 2","Castilla, Madrid",134.0,,4,2.0,,,,,"Calle de San Ramón Nonato, 2",False,Calle de San Ramón Nonato,2,,1.0,False,,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,1508,,False,430000,3209,True,HouseType 1: Pisos,True,False,1965.0,True,False,,,True,True,True,,,True,,,,,,,E,False,,,,,True,False,True,False
14672,7070,"Piso en venta en avenida de Burgos, 14","Castilla, Madrid",146.0,,4,2.0,,,,,"Avenida de Burgos, 14",False,Avenida de Burgos,14,,7.0,False,,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,1816,,False,565000,3870,True,HouseType 1: Pisos,False,False,1974.0,True,False,,True,True,True,True,,True,,,True,,,,True,en trámite,True,,,True,0.0,False,False,True,False
14676,7066,Piso en venta en calle de Guatemala,"Nueva España, Madrid",88.0,,2,2.0,,,,,Calle de Guatemala,True,Calle de Guatemala,,,3.0,False,,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1667,,False,500000,5682,True,HouseType 1: Pisos,False,False,1959.0,False,True,,True,True,True,True,,,True,True,True,,,,True,en trámite,False,,,,,False,False,True,False
14678,7064,Piso en venta en calle del Príncipe de Vergara,"Nueva España, Madrid",91.0,78.0,2,2.0,,,,,Calle del Príncipe de Vergara,True,Calle del Príncipe de Vergara,,,4.0,False,,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1416,,False,390000,4286,True,HouseType 1: Pisos,False,False,1953.0,False,True,,True,True,True,False,,,,,True,,,True,,en trámite,False,,,,,False,True,False,False
14680,7062,Piso en venta en calle del Príncipe de Vergara,"El Viso, Madrid",250.0,180.0,4,5.0,,,,,Calle del Príncipe de Vergara,True,Calle del Príncipe de Vergara,,,2.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,1536,,False,1250000,5000,True,HouseType 1: Pisos,False,False,1968.0,True,False,,True,True,True,True,,,,,,,,,,en trámite,False,,,,,False,False,True,False
14685,7057,Piso en venta en El Viso,"Chamartín, Madrid",216.0,198.0,4,3.0,,,,,,True,,,,2.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2399,,False,1080000,5000,True,HouseType 1: Pisos,False,False,1960.0,True,False,,,True,True,True,,,True,,True,,,,,A,True,,,False,70000.0,False,False,True,False
14690,7052,Piso en venta en El Viso,"Chamartín, Madrid",100.0,,1,1.0,,,,,,True,,,,1.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2234,,False,750000,7500,True,HouseType 1: Pisos,False,False,2005.0,False,True,,True,,True,,,True,True,,,,,,,F,False,,,,,True,True,True,False
14691,7051,Piso en venta en calle del Príncipe de Vergara,"Bernabéu-Hispanoamérica, Madrid",90.0,80.0,2,2.0,,,,,Calle del Príncipe de Vergara,True,Calle del Príncipe de Vergara,,,7.0,False,,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1437,,False,399000,4433,True,HouseType 1: Pisos,False,False,1952.0,False,True,,True,True,True,True,,,,,,,,True,,en trámite,False,,,,,False,False,False,True
14693,7049,Piso en venta en calle Menéndez Pidal,"Nueva España, Madrid",443.0,380.0,6,4.0,,,,,Calle Menéndez Pidal,True,Calle Menéndez Pidal,,,3.0,False,,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,-85370,,False,2410000,5440,True,HouseType 1: Pisos,True,False,1980.0,True,False,,True,True,True,True,,True,,,True,,,,True,en trámite,True,,,True,0.0,False,False,True,False
14696,7046,Ático en venta en Nueva España,"Chamartín, Madrid",124.0,100.0,1,1.0,,,,,,True,,,,5.0,False,,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1900,,False,1200000,9677,True,HouseType 5: Áticos,False,False,1968.0,False,True,,True,True,True,True,,True,True,,True,,,,True,en trámite,False,,,,,False,False,True,True
14697,7045,"Piso en venta en Costa Rica, 28","Bernabéu-Hispanoamérica, Madrid",87.0,,3,1.0,,,,,"Costa Rica, 28",False,Costa Rica,28,,2.0,False,,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1370,,False,370000,4253,True,HouseType 1: Pisos,True,False,1952.0,False,True,,,True,True,True,,,,,,,,,,no indicado,False,,,,,True,False,False,True
14700,7042,"Piso en venta en calle del General Gallegos, 1","Nueva España, Madrid",83.0,74.0,2,1.0,,,,,"Calle del General Gallegos, 1",False,Calle del General Gallegos,1,,6.0,False,,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1667,,False,500000,6024,True,HouseType 1: Pisos,True,False,1963.0,True,False,,True,True,True,True,,,True,,,,,True,,E,False,,,,,False,False,True,False
14701,7041,Piso en venta en calle Juan Bautista de Toledo,"Prosperidad, Madrid",59.0,47.0,2,1.0,,,,,Calle Juan Bautista de Toledo,True,Calle Juan Bautista de Toledo,,,3.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,833,,False,175000,2966,True,HouseType 1: Pisos,False,False,1970.0,,,,,,False,True,,,True,,,,,,,no indicado,False,,,,,,,,
14703,7039,Piso en venta en Nueva España,"Chamartín, Madrid",345.0,,5,4.0,,,,,,True,,,,2.0,False,,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,-9022,,False,1699000,4925,True,HouseType 1: Pisos,True,False,1970.0,True,False,,True,True,True,True,,True,True,,True,,,,True,en trámite,True,,,True,0.0,False,True,False,True
14704,7038,"Piso en venta en calle del Príncipe de Vergara, 113","El Viso, Madrid",58.0,,1,1.0,,,,,"Calle del Príncipe de Vergara, 113",False,Calle del Príncipe de Vergara,113,,1.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,1667,,False,500000,8621,True,HouseType 1: Pisos,False,False,2003.0,False,True,,True,True,True,True,,,True,,,,,True,True,no indicado,True,,,True,0.0,False,False,False,True
14705,7037,Piso en venta en avenida de América,"Prosperidad, Madrid",131.0,,3,2.0,,,,,Avenida de América,True,Avenida de América,,,5.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1576,,False,459900,3511,True,HouseType 1: Pisos,True,False,1965.0,True,False,,True,True,True,True,,,True,,,,,True,,en trámite,False,,,,,False,False,False,True
14708,7034,Piso en venta en calle Puenteareas,"Prosperidad, Madrid",123.0,,2,2.0,,,,,Calle Puenteareas,True,Calle Puenteareas,,,6.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1587,,False,465000,3780,True,HouseType 1: Pisos,False,False,1966.0,True,False,,True,True,True,True,,,True,,,,,True,,en trámite,False,,,,,,,,
14709,7033,Piso en venta en avenida de América,"Prosperidad, Madrid",131.0,111.0,3,2.0,,,,,Avenida de América,True,Avenida de América,,,5.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1576,,False,459900,3511,True,HouseType 1: Pisos,False,,1965.0,False,True,,,True,True,,,,True,,,,,,,en trámite,False,,,,,,,,
14714,7028,Estudio en venta en Potosí,"Bernabéu-Hispanoamérica, Madrid",46.0,42.0,0,1.0,,,,,Potosí,True,Potosí,,,1.0,False,,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1067,,False,250000,5435,True,,False,False,1982.0,False,True,,,,True,False,,,,,,,,,,en trámite,False,,,,,,,,
14717,7025,Piso en venta en calle Puenteareas,"Prosperidad, Madrid",80.0,72.0,3,1.0,,,,,Calle Puenteareas,True,Calle Puenteareas,,,3.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1225,,False,310000,3875,True,HouseType 1: Pisos,True,False,1975.0,True,False,,,True,True,False,,,,,,,,True,,en trámite,False,,,,,False,True,False,False
14723,7019,Piso en venta en El Viso,"Chamartín, Madrid",399.0,358.0,6,7.0,,,,,,True,,,,7.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,-38920,,False,2100000,5263,True,HouseType 1: Pisos,False,False,1960.0,True,False,,True,True,True,True,,,,,,,,,,en trámite,True,,,True,0.0,False,False,False,True
14738,7004,Piso en venta en El Viso,"Chamartín, Madrid",321.0,221.0,4,3.0,,,,,,True,,,,1.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,-83453,,False,2400000,7477,True,HouseType 1: Pisos,False,False,1968.0,False,True,,True,True,True,True,,,True,,True,,,,True,no indicado,True,,,True,0.0,False,False,True,False
14739,7003,"Piso en venta en calle Herreros de Tejada, 20","Bernabéu-Hispanoamérica, Madrid",157.0,,3,3.0,,,,,"Calle Herreros de Tejada, 20",False,Calle Herreros de Tejada,20,,6.0,False,,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,-140,,False,1390000,8854,True,HouseType 1: Pisos,False,False,2019.0,False,True,,True,True,True,True,,True,,,True,,,,,A,True,,,True,0.0,False,True,False,False
14740,7002,Ático en venta en El Viso,"Chamartín, Madrid",265.0,,4,4.0,,,,,,True,,,,8.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,-48548,,False,2180000,8226,True,HouseType 5: Áticos,False,False,1970.0,True,False,,True,True,True,True,,,True,,True,,,True,,en trámite,True,,,True,0.0,False,True,True,False
14742,7000,Piso en venta en avenida DE BURGOS,"Castilla, Madrid",184.0,,4,3.0,,,,,Avenida DE BURGOS,True,Avenida DE BURGOS,,,5.0,False,,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,2058,,False,670000,3641,True,HouseType 1: Pisos,False,False,1974.0,True,False,,True,True,True,True,,True,,,True,,,True,True,en trámite,True,,,True,0.0,False,False,True,False
14743,6999,Piso en venta en Prosperidad,"Chamartín, Madrid",76.0,73.0,2,1.0,,,,,,True,,,,1.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1172,,False,289000,3803,True,HouseType 1: Pisos,False,False,1974.0,False,True,,True,True,False,True,,,True,,,,,,,en trámite,False,,,,,False,False,True,False
14745,6997,"Piso en venta en calle de López de Hoyos, 76","Prosperidad, Madrid",179.0,140.0,3,2.0,,,,,"Calle de López de Hoyos, 76",False,Calle de López de Hoyos,76,,4.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,2234,,False,750000,4190,True,HouseType 1: Pisos,False,False,1969.0,True,False,,,True,True,True,,,,,True,,,True,,en trámite,False,,,,,,,,
14746,6996,Piso en venta en Castilla,"Chamartín, Madrid",205.0,,5,3.0,,,,,,True,,,,4.0,False,,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,2475,,False,895000,4366,True,HouseType 1: Pisos,False,False,1966.0,True,False,,True,True,True,True,,,True,True,True,,,True,True,en trámite,True,,,True,0.0,False,False,False,True
14748,6994,Piso en venta en Bernabéu-Hispanoamérica,"Chamartín, Madrid",330.0,260.0,5,4.0,,,,,,True,,,,9.0,False,,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,-2214,,False,1495000,4530,True,HouseType 1: Pisos,False,False,1961.0,False,True,,True,True,True,True,,,,True,True,,,True,,en trámite,True,,,True,0.0,False,True,True,False
14749,6993,Piso en venta en El Viso,"Chamartín, Madrid",293.0,206.0,3,3.0,,,,,,True,,,,3.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,-36737,,False,2080000,7099,True,HouseType 1: Pisos,True,False,1973.0,True,False,,,True,True,True,,,True,,True,,,,True,en trámite,True,,,True,0.0,False,False,True,False
14750,6992,"Piso en venta en avenida de Alfonso XIII, Madrid","Nueva España, Madrid",92.0,,3,2.0,,,,,"Avenida de Alfonso XIII, Madrid",True,"Avenida de Alfonso XIII, Madrid",,,2.0,False,,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,1553,,False,450000,4891,True,HouseType 1: Pisos,True,False,1966.0,True,False,,,True,True,True,,,,,,,,True,True,E,False,,,,,False,True,False,True
14755,6987,"Piso en venta en calle del Príncipe de Vergara, 113","El Viso, Madrid",87.0,,2,1.0,,,,,"Calle del Príncipe de Vergara, 113",False,Calle del Príncipe de Vergara,113,,1.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2010,,False,649000,7460,True,HouseType 1: Pisos,False,False,2003.0,False,True,,True,True,True,True,,,True,,,,,True,True,no indicado,True,,,True,0.0,False,False,False,True
14756,6986,Piso en venta en calle Constancia,"Prosperidad, Madrid",45.0,42.0,2,1.0,,,,,Calle Constancia,True,Calle Constancia,,,2.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,901,,False,195000,4333,True,HouseType 1: Pisos,True,False,1945.0,False,True,,,,False,False,,,,,,,,,,en trámite,False,,,,,True,True,False,False
14758,6984,Piso en venta en calle de Luis Cabrera,"Prosperidad, Madrid",76.0,,3,1.0,,,,,Calle de Luis Cabrera,True,Calle de Luis Cabrera,,,4.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1250,,False,320000,4211,True,HouseType 1: Pisos,False,False,1974.0,False,True,,,True,True,True,,,True,,,,,,,en trámite,True,,,True,0.0,False,False,True,False
14759,6983,Piso en venta en calle Sánchez Balderas,"Prosperidad, Madrid",58.0,,1,1.0,,,,,Calle Sánchez Balderas,True,Calle Sánchez Balderas,,,3.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1101,,False,262500,4526,True,HouseType 1: Pisos,False,False,1988.0,,,,,,False,,,,True,,,,,,,G,False,,,,,,,,
14760,6982,"Piso en venta en calle Sánchez Balderas, 4","Prosperidad, Madrid",58.0,,1,1.0,,,,,"Calle Sánchez Balderas, 4",False,Calle Sánchez Balderas,4,,3.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1101,,False,262500,4526,True,HouseType 1: Pisos,False,False,1988.0,,,,,,False,,,,True,,,,,,,no indicado,False,,,,,,,,
14772,6970,Piso en venta en El Viso,"Chamartín, Madrid",279.0,,5,5.0,,,,,,True,,,,3.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,-20661,,False,1900000,6810,True,HouseType 1: Pisos,False,False,1985.0,False,True,,True,True,True,True,,,,,True,,,,True,en trámite,True,,,True,0.0,,,,
14781,6961,Piso en venta en El Viso,"Chamartín, Madrid",174.0,140.0,2,3.0,,,,,,True,,,,2.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,-303,,False,1400000,8046,True,HouseType 1: Pisos,False,False,1965.0,True,False,,,,True,False,,,,,True,,,,,en trámite,False,,,,,,,,
14784,6958,Piso en venta en El Viso,"Chamartín, Madrid",292.0,243.0,4,3.0,,,,,,True,,,,7.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,-28833,,False,2000000,6849,True,HouseType 1: Pisos,False,False,1960.0,True,False,,True,,True,True,,,,,True,,,,,en trámite,True,,,True,0.0,,,,
14785,6957,"Piso en venta en calle de Marceliano Santa María, 6","El Viso, Madrid",150.0,125.0,3,2.0,,,,,"Calle de Marceliano Santa María, 6",False,Calle de Marceliano Santa María,6,,6.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2452,,False,875000,5833,True,HouseType 1: Pisos,False,False,1953.0,True,False,,True,True,True,True,,,,,True,,,,,no indicado,False,,,,,False,True,False,True
14789,6953,"Piso en venta en Urb. urbanización, Castilla","Chamartín, Madrid",102.0,95.0,3,2.0,,,,,Urb. urbanización,True,Urb. urbanización,,,1.0,False,,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,1501,,False,427000,4186,True,HouseType 1: Pisos,True,False,1986.0,,,,,True,True,True,,True,True,,True,,,,True,E,True,,,True,0.0,False,True,True,False
14792,6950,"Piso en venta en calle Mauricio Legendre, 45","Castilla, Madrid",130.0,,3,2.0,,,,,"Calle Mauricio Legendre, 45",False,Calle Mauricio Legendre,45,,4.0,False,,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,2213,,False,740000,5692,True,HouseType 1: Pisos,False,False,2005.0,False,True,,True,True,True,True,,True,,,True,,,True,True,D,False,,,,,True,False,True,False
14798,6944,Piso en venta en calle de López de Hoyos,"Prosperidad, Madrid",61.0,55.0,1,1.0,,,,,Calle de López de Hoyos,True,Calle de López de Hoyos,,,3.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1225,,False,310000,5082,True,HouseType 1: Pisos,False,False,1970.0,False,True,,,True,True,True,,,True,,,,,,,en trámite,False,,,,,False,True,True,False
14806,6936,Piso en venta en calle del Padre Xifré,"Prosperidad, Madrid",52.0,42.0,1,1.0,,,,,Calle del Padre Xifré,True,Calle del Padre Xifré,,,1.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,917,,False,200000,3846,True,HouseType 1: Pisos,False,,1962.0,True,False,,True,,True,,,,,,,,,,,en trámite,False,,,,,,,,
14820,6922,Ático en venta en El Viso,"Chamartín, Madrid",500.0,450.0,6,5.0,,,,,,True,,,,4.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,-6603834,,False,6000000,12000,True,HouseType 5: Áticos,True,False,1973.0,False,True,,True,True,True,True,,True,True,,True,,,,True,no indicado,True,,,True,0.0,False,False,True,False
14822,6920,Piso en venta en Nueva España,"Chamartín, Madrid",261.0,,4,4.0,,,,,,True,,,,1.0,False,,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,-2214,,False,1495000,5728,True,HouseType 1: Pisos,False,,1965.0,True,False,,True,,True,True,,,,,True,,,,,en trámite,False,,,,,,,,
14824,6918,Piso en venta en Castilla,"Chamartín, Madrid",169.0,,4,2.0,,,,,,True,,,,4.0,False,,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,2417,,False,850000,5030,True,HouseType 1: Pisos,False,False,2005.0,False,True,,True,True,True,True,,True,,,True,,,True,True,no indicado,True,,,True,0.0,False,True,True,False
14830,6912,Piso en venta en El Viso,"Chamartín, Madrid",573.0,,5,2.0,,,,,,True,,,,7.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,-51191,,False,2200000,3839,True,HouseType 1: Pisos,True,False,1964.0,True,False,,,,True,True,,,,,True,,,,,en trámite,True,,,True,0.0,,,,
14832,6910,"Piso en venta en calle de Joaquín Costa, 55","El Viso, Madrid",112.0,98.0,2,2.0,,,,,"Calle de Joaquín Costa, 55",False,Calle de Joaquín Costa,55,,3.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,1781,,False,550000,4911,True,HouseType 1: Pisos,False,False,1960.0,False,True,,True,,True,True,,,,,True,,,,,en trámite,False,,,,,False,True,False,False
14842,6900,Piso en venta en El Viso,"Chamartín, Madrid",361.0,289.0,6,4.0,,,,,,True,,,,6.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,-6992,,False,1650000,4571,True,HouseType 1: Pisos,True,False,1965.0,True,False,,,,True,True,,,True,,,,,,,en trámite,True,,,True,0.0,False,True,False,True
14843,6899,"Piso en venta en calle de Francisco Giralte, 1","Prosperidad, Madrid",76.0,65.0,3,3.0,,,,,"Calle de Francisco Giralte, 1",False,Calle de Francisco Giralte,1,,4.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1428,,False,395000,5197,True,HouseType 1: Pisos,False,False,1968.0,True,False,,True,True,True,True,,,True,True,,,,,,no indicado,False,,,,,False,True,False,True
14845,6897,"Piso en venta en paseo de la Castellana, 284","Castilla, Madrid",68.0,,2,1.0,,,,,"Paseo de la Castellana, 284",False,Paseo de la Castellana,284,,2.0,False,,Neighborhood 26: Castilla (4354.35 €/m2) - District 5: Chamartín,sale,1027,,False,236000,3471,True,HouseType 1: Pisos,True,False,1954.0,False,True,,,,True,True,,,True,,True,,,,,en trámite,False,,,,,,,,
14847,6895,Piso en venta en calle de Luis Cabrera,"Prosperidad, Madrid",76.0,,3,1.0,,,,,Calle de Luis Cabrera,True,Calle de Luis Cabrera,,,4.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1262,,False,325000,4276,True,HouseType 1: Pisos,False,False,1974.0,False,True,,,True,True,True,,,True,,,,,,,en trámite,True,,,True,0.0,False,False,True,False
14883,6859,Estudio en venta en Bernabéu-Hispanoamérica,"Chamartín, Madrid",51.0,46.0,0,1.0,,,,,,True,,,,4.0,False,,Neighborhood 31: Bernabéu-Hispanoamérica (5170.22 €/m2) - District 5: Chamartín,sale,1542,,False,445000,8725,True,,False,False,1979.0,,,,,,True,,,,,,,,,True,,F,False,,,,,,,,
14893,6849,"Piso en venta en calle de López de Hoyos, 178","Prosperidad, Madrid",95.0,,3,2.0,,,,,"Calle de López de Hoyos, 178",False,Calle de López de Hoyos,178,,3.0,False,,Neighborhood 30: Prosperidad (4255.84 €/m2) - District 5: Chamartín,sale,1496,,False,425000,4474,True,HouseType 1: Pisos,True,False,1965.0,True,False,,,,True,True,,,True,True,,,,True,,no indicado,False,,,,,False,False,True,False
14907,6835,Piso en venta en Nueva España,"Chamartín, Madrid",562.0,386.0,6,6.0,,,,,,True,,,,1.0,False,,Neighborhood 29: Nueva España (5363.75 €/m2) - District 5: Chamartín,sale,-9067,,False,1700000,3025,True,HouseType 1: Pisos,True,False,1976.0,,,,True,True,True,True,,,,,True,,,,True,en trámite,True,,,True,0.0,False,False,True,False
14908,6834,Ático en venta en El Viso,"Chamartín, Madrid",327.0,249.0,5,4.0,,,,,,True,,,,1.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,-104074,,False,2500000,7645,True,HouseType 5: Áticos,False,False,1964.0,,,,True,True,True,True,,True,True,,,,,,,en trámite,True,,,True,0.0,False,False,True,False
14914,6828,"Piso en venta en calle Velázquez, 160","El Viso, Madrid",129.0,,2,2.0,,,,,"Calle Velázquez, 160",False,Calle Velázquez,160,,3.0,False,,Neighborhood 28: El Viso (6255.45 €/m2) - District 5: Chamartín,sale,2517,,False,975000,7558,True,HouseType 1: Pisos,False,False,2013.0,False,True,,True,True,True,True,,,,,,,,,,A,True,,,True,0.0,,,,
