Unnamed: 0,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,latitude,longitude,raw_address,is_exact_address_hidden,street_name,street_number,portal,floor,is_floor_under,door,neighborhood_id,operation,rent_price,rent_price_by_area,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,are_pets_allowed,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_furnished,is_kitchen_equipped,is_accessible,has_green_zones,energy_certificate,has_parking,has_private_parking,has_public_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
0,21742,"Piso en venta en calle de Godella, 64","San Cristóbal, Madrid",64.0,60.0,2,1.0,,,,,"Calle de Godella, 64",False,Calle de Godella,64,,3.0,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,471,,False,85000,1328,True,HouseType 1: Pisos,False,False,1960.0,,,,True,,False,True,,,,,,,,,,D,False,,,,,False,True,False,False
4,21738,Piso en venta en carretera de Villaverde a Vallecas,"Los Rosales, Madrid",108.0,90.0,2,2.0,,,,,Carretera de Villaverde a Vallecas,True,Carretera de Villaverde a Vallecas,,,4.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,1094,,False,260000,2407,True,HouseType 1: Pisos,False,False,2003.0,,,,True,True,True,True,,True,,,True,,,,True,en trámite,True,,,True,0.0,True,True,True,True
5,21737,Piso en venta en geologia,"San Andrés, Madrid",126.0,114.0,4,2.0,,,,,geologia,True,geologia,,,3.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,901,,False,195000,1548,True,HouseType 1: Pisos,False,False,1981.0,False,True,,,,False,True,,,True,True,,,,True,,en trámite,True,,,True,0.0,False,False,False,True
9,21733,Piso en venta en calle de Martinez Oviol,"Los Rosales, Madrid",85.0,,2,1.0,,,,,Calle de Martinez Oviol,True,Calle de Martinez Oviol,,,7.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,672,,False,131400,1546,True,HouseType 1: Pisos,True,False,1950.0,False,True,,,,False,True,,,True,,,,,,,en trámite,False,,,,,False,True,False,False
10,21732,Piso en venta en De la Plata - Villaverde,"San Andrés, Madrid",69.0,,2,2.0,,,,,De la Plata - Villaverde,True,De la Plata - Villaverde,,,2.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,617,,False,118000,1710,True,HouseType 1: Pisos,True,False,1963.0,,,,,,False,True,,,True,,,,,,,en trámite,False,,,,,,,,
12,21730,"Piso en venta en calle de la Unanimidad, 67","Los Rosales, Madrid",123.0,104.0,3,2.0,,,,,"Calle de la Unanimidad, 67",False,Calle de la Unanimidad,67,,4.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,901,,False,195000,1585,True,HouseType 1: Pisos,False,False,1992.0,,,,True,True,True,True,,,,,,,,,,D,False,,,,,False,False,False,True
13,21729,"Piso en venta en calle de Anoeta, 63","Los Ángeles, Madrid",109.0,90.0,3,2.0,,,,,"Calle de Anoeta, 63",False,Calle de Anoeta,63,,3.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,933,,False,205000,1881,True,HouseType 1: Pisos,False,False,1983.0,,,,,True,True,True,,,True,,True,,,,,E,False,,,,,False,False,True,False
14,21728,Piso en venta en calle GODELLA,"San Cristóbal, Madrid",64.0,,3,1.0,,,,,Calle GODELLA,True,Calle GODELLA,,,3.0,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,408,,False,72000,1125,True,HouseType 1: Pisos,False,False,1960.0,False,True,,,,False,True,,,True,,,,,,,F,False,,,,,,,,
26,21716,Piso en venta en COBALTO s/n,"San Andrés, Madrid",75.0,68.0,3,1.0,,,,,COBALTO s/n,False,,,,3.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,698,,False,138000,1840,True,HouseType 1: Pisos,False,False,1984.0,False,True,,True,True,False,True,,,True,,,,,,,inmueble exento,True,,,True,0.0,False,False,False,True
28,21714,Piso en venta en calle Villajoyosa,"Los Rosales, Madrid",65.0,63.0,3,1.0,,,,,Calle Villajoyosa,True,Calle Villajoyosa,,,1.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,744,,False,150000,2308,True,HouseType 1: Pisos,True,False,1976.0,False,True,,,True,True,True,,True,,,,,,,,en trámite,False,,,,,,,,
29,21713,Piso en venta en paseo de Alberto Palacios,"San Andrés, Madrid",70.0,63.0,2,1.0,,,,,Paseo de Alberto Palacios,True,Paseo de Alberto Palacios,,,3.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,728,,False,145900,2084,True,HouseType 1: Pisos,False,False,1968.0,False,True,,True,True,False,True,,,True,True,,,,,,E,False,,,,,False,False,True,False
30,21712,Piso en venta en calle Laguna del Marquesado,"San Andrés, Madrid",75.0,,1,1.0,,,,,Calle Laguna del Marquesado,True,Calle Laguna del Marquesado,,,1.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,505,,False,92500,1233,True,HouseType 1: Pisos,False,,2008.0,False,True,,True,True,True,True,,,,True,,,,True,,en trámite,False,,,,,True,True,True,True
31,21711,Piso en venta en carretera de Villaverde a Vallecas,"Los Rosales, Madrid",123.0,,3,2.0,,,,,Carretera de Villaverde a Vallecas,True,Carretera de Villaverde a Vallecas,,,7.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,1195,,False,298000,2423,True,HouseType 1: Pisos,False,False,2002.0,False,True,,True,True,True,True,,True,,,True,,,,,en trámite,True,,,True,0.0,,,,
34,21708,"Piso en venta en Concepción de la Oliva, 21","Butarque, Madrid",61.0,56.0,3,1.0,,,,,"Concepción de la Oliva, 21",False,Concepción de la Oliva,21,,5.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,539,,False,100000,1639,True,HouseType 1: Pisos,False,False,1966.0,False,True,,,,False,True,,,,True,,,,,,en trámite,False,,,,,True,False,True,False
35,21707,Piso en venta en San Neviano - Villaverde,"San Andrés, Madrid",71.0,,3,1.0,,,,,San Neviano - Villaverde,True,San Neviano - Villaverde,,,1.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,672,,False,131400,1851,True,HouseType 1: Pisos,True,False,1980.0,False,True,,,,False,True,,,True,,,,,,,en trámite,False,,,,,,,,
40,21702,Dúplex en venta en calle ESTEFANITA,"Butarque, Madrid",125.0,,3,3.0,,,,,Calle ESTEFANITA,True,Calle ESTEFANITA,,,7.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1135,,False,275000,2200,True,HouseType 4: Dúplex,False,False,2004.0,,,,True,,True,True,,True,True,,True,,,,,D,False,,,,,,,,
41,21701,Estudio en venta en calle Laguna del Marquesado,"San Andrés, Madrid",75.0,,0,1.0,,,,,Calle Laguna del Marquesado,True,Calle Laguna del Marquesado,,,1.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,465,,False,83800,1117,True,,False,False,2008.0,False,True,,True,True,True,True,,,True,True,,,,True,,en trámite,False,,,,,True,True,True,True
45,21697,Ático en venta en Villaverde a perales,"Butarque, Madrid",83.0,69.0,2,2.0,,,,,Villaverde a perales,True,Villaverde a perales,,,7.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1004,,False,228273,2750,True,HouseType 5: Áticos,False,False,2020.0,False,True,,True,True,True,True,,True,True,,True,,,True,True,en trámite,True,,,True,0.0,,,,
46,21696,Piso en venta en calle de Juan José Martínez Seco,"Los Rosales, Madrid",45.0,41.0,2,1.0,,,,,Calle de Juan José Martínez Seco,True,Calle de Juan José Martínez Seco,,,1.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,471,,False,85000,1889,True,HouseType 1: Pisos,True,False,1968.0,False,True,,,,False,True,,,,True,,,,,,E,False,,,,,,,,
49,21693,"Dúplex en venta en calle Estefanita, 6","Butarque, Madrid",125.0,,3,2.0,,,,,"Calle Estefanita, 6",False,Calle Estefanita,6,,7.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1128,,False,272500,2180,True,HouseType 4: Dúplex,False,False,2004.0,False,True,,,True,True,True,,True,True,,True,,,,True,F,False,,,,,,,,
51,21691,"Ático en venta en calle Euskalduna, 14","Butarque, Madrid",158.0,,3,2.0,,,,,"Calle Euskalduna, 14",False,Calle Euskalduna,14,,4.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1172,,False,289000,1829,True,HouseType 5: Áticos,False,False,2003.0,False,True,,True,True,True,True,,True,True,,True,,,,True,en trámite,True,,,True,0.0,,,,
53,21689,Piso en venta en calle Alcocer,"Los Ángeles, Madrid",108.0,,3,2.0,,,,,Calle Alcocer,True,Calle Alcocer,,,4.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,847,,False,179000,1657,True,HouseType 1: Pisos,False,False,1978.0,,,,,True,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
55,21687,Piso en venta en calle Topacio,"Los Rosales, Madrid",51.0,,2,1.0,,,,,Calle Topacio,True,Calle Topacio,,,3.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,492,,False,89500,1755,True,HouseType 1: Pisos,True,False,1967.0,,,,,,False,True,,,True,,,,,,,en trámite,False,,,,,False,False,False,True
56,21686,"Piso en venta en calle Calcio, 15","Butarque, Madrid",112.0,80.0,3,2.0,,,,,"Calle Calcio, 15",False,Calle Calcio,15,,3.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1172,,False,289000,2580,True,HouseType 1: Pisos,False,False,2013.0,False,True,,True,True,True,True,,True,,,True,,,True,True,E,True,,,True,0.0,False,False,True,False
79,21663,Piso en venta en calle Parvillas Altas s/n,"San Andrés, Madrid",97.0,91.0,4,1.0,,,,,Calle Parvillas Altas s/n,False,,,,3.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,666,,False,130000,1340,True,HouseType 1: Pisos,False,,1970.0,,,,,,False,,,,,,,,,,,E,False,,,,,,,,
86,21656,"Dúplex en venta en calle Estefanita, 6","Butarque, Madrid",140.0,,3,3.0,,,,,"Calle Estefanita, 6",False,Calle Estefanita,6,,7.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1128,,False,272500,1946,True,HouseType 4: Dúplex,False,False,2004.0,False,True,,True,True,True,True,,True,True,,True,,,,True,D,False,,,,,False,False,True,False
87,21655,Piso en venta en calle del Estroncio,"Los Rosales, Madrid",58.0,,3,1.0,,,,,Calle del Estroncio,True,Calle del Estroncio,,,2.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,471,,False,85000,1466,True,HouseType 1: Pisos,False,False,1951.0,,,,True,,False,True,,,,,,,,,,E,False,,,,,,,,
89,21653,Piso en venta en calle de Martinez Oviol,"Los Rosales, Madrid",110.0,,4,2.0,,,,,Calle de Martinez Oviol,True,Calle de Martinez Oviol,,,1.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,833,,False,175000,1591,True,HouseType 1: Pisos,False,False,1978.0,False,True,,,True,False,True,,,True,True,,,,,,E,False,,,,,,,,
90,21652,Piso en venta en Butarque,"Villaverde, Madrid",173.0,107.0,4,2.0,,,,,,True,,,,2.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1116,,False,268000,1549,True,HouseType 1: Pisos,False,False,2003.0,False,True,,True,True,True,True,,True,,,True,,,True,,en trámite,True,,,True,0.0,True,False,True,False
93,21649,"Piso en venta en calle de la Generosidad, 16","Los Rosales, Madrid",125.0,87.0,3,2.0,,,,,"Calle de la Generosidad, 16",False,Calle de la Generosidad,16,,1.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,948,,False,210000,1680,True,HouseType 1: Pisos,False,False,1996.0,False,True,,True,True,True,True,,,,,True,,,True,,B,True,,,True,0.0,,,,
95,21647,Piso en venta en avenida de la Verbena de la Paloma,"Los Ángeles, Madrid",92.0,,3,1.0,,,,,Avenida de la Verbena de la Paloma,True,Avenida de la Verbena de la Paloma,,,6.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,780,,False,159900,1738,True,HouseType 1: Pisos,False,False,1962.0,False,True,,True,,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
96,21646,"Piso en venta en paseo Alberto Palacios, 35","San Andrés, Madrid",70.0,,2,1.0,,,,,"Paseo Alberto Palacios, 35",False,Paseo Alberto Palacios,35,,3.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,613,,False,117000,1671,True,HouseType 1: Pisos,False,False,1975.0,False,True,,True,True,False,True,,,,,,,,,,en trámite,False,,,,,True,False,True,False
97,21645,"Piso en venta en calle Doctor Pérez Domínguez, 2","San Andrés, Madrid",54.0,50.0,2,1.0,,,,,"Calle Doctor Pérez Domínguez, 2",False,Calle Doctor Pérez Domínguez,2,,2.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,583,,False,110000,2037,True,HouseType 1: Pisos,False,False,1960.0,False,True,,,,False,True,,,,True,,,,,,E,False,,,,,False,False,True,False
99,21643,Piso en venta en calle de los Cacereños,"San Andrés, Madrid",108.0,,3,1.0,,,,,Calle de los Cacereños,True,Calle de los Cacereños,,,2.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,705,,False,140000,1296,True,HouseType 1: Pisos,False,False,1995.0,False,True,,True,True,False,True,,,True,,,,,,,en trámite,False,,,,,False,True,False,True
100,21642,Piso en venta en calle de Campos Ibáñez,"Los Rosales, Madrid",65.0,52.0,2,1.0,,,,,Calle de Campos Ibáñez,True,Calle de Campos Ibáñez,,,3.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,568,,False,106500,1638,True,HouseType 1: Pisos,False,False,1963.0,False,True,,True,True,False,True,,,True,,,,,,,no indicado,False,,,,,False,False,True,False
101,21641,Piso en venta en calle DIAMANTE,"Los Rosales, Madrid",102.0,81.0,3,2.0,,,,,Calle DIAMANTE,True,Calle DIAMANTE,,,3.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,656,,False,127500,1250,True,HouseType 1: Pisos,False,False,1964.0,False,True,,,,False,True,,,True,,,,,,,en trámite,False,,,,,False,True,False,False
102,21640,Piso en venta en calle Transversal Sexta,"San Andrés, Madrid",80.0,,2,1.0,,,,,Calle Transversal Sexta,True,Calle Transversal Sexta,,,3.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,736,,False,148000,1850,True,HouseType 1: Pisos,False,False,1999.0,False,True,,True,True,True,True,,,True,,True,,,True,True,en trámite,True,,,True,0.0,False,False,False,True
103,21639,Dúplex en venta en calle Canchal,"Butarque, Madrid",108.0,,2,1.0,,,,,Calle Canchal,True,Calle Canchal,,,4.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,933,,False,205000,1898,True,HouseType 4: Dúplex,False,False,2002.0,False,True,,True,,True,True,,True,True,,True,,,,,E,True,,,True,0.0,False,False,False,True
104,21638,Piso en venta en calle Diamante,"Los Rosales, Madrid",80.0,,3,2.0,,,,,Calle Diamante,True,Calle Diamante,,,4.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,979,,False,220000,2750,True,HouseType 1: Pisos,False,False,2000.0,False,True,,True,True,True,True,,True,,,,,,True,True,E,True,,,True,0.0,False,False,True,True
105,21637,Piso en venta en calle Platino,"Los Rosales, Madrid",16.0,,3,1.0,,,,,Calle Platino,True,Calle Platino,,,1.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,600,,False,114000,7125,True,HouseType 1: Pisos,False,False,1970.0,False,True,,,,False,True,,,,,,,,,,E,False,,,,,False,False,True,True
106,21636,Piso en venta en calle Gómez Acebo,"San Andrés, Madrid",54.0,50.0,2,1.0,,,,,Calle Gómez Acebo,True,Calle Gómez Acebo,,,3.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,493,,False,89900,1665,True,HouseType 1: Pisos,False,False,1964.0,,,,,True,False,True,,,True,,,,,,,G,False,,,,,False,False,True,True
107,21635,Piso en venta en calle Pilar Lorengar,"Los Rosales, Madrid",70.0,,2,2.0,,,,,Calle Pilar Lorengar,True,Calle Pilar Lorengar,,,4.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,948,,False,210000,3000,True,HouseType 1: Pisos,False,False,2003.0,False,True,,True,True,True,True,,True,,,True,,,True,True,E,True,,,True,0.0,False,True,True,False
128,21614,"Piso en venta en calle Anoeta, 59","Los Ángeles, Madrid",90.0,,3,2.0,,,,,"Calle Anoeta, 59",False,Calle Anoeta,59,,2.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,901,,False,195000,2167,True,HouseType 1: Pisos,False,False,1985.0,False,True,,True,,True,True,,,True,,True,,,,,en trámite,False,,,,,,,,
132,21610,Piso en venta en calle de Tordegrillos,"San Andrés, Madrid",73.0,45.0,2,1.0,,,,,Calle de Tordegrillos,True,Calle de Tordegrillos,,,1.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,656,,False,127500,1747,True,HouseType 1: Pisos,False,False,1999.0,False,True,,,True,True,True,,,,,,,,True,,G,False,,,,,False,True,False,True
136,21606,Ático en venta en villaverde a perales,"Butarque, Madrid",111.0,98.0,3,2.0,,,,,villaverde a perales,True,villaverde a perales,,,7.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1194,,False,297621,2681,True,HouseType 5: Áticos,False,False,2020.0,False,True,,True,True,True,True,,True,True,,True,,,True,True,en trámite,True,,,True,0.0,,,,
137,21605,Piso en venta en villaverde a perales,"Butarque, Madrid",99.0,86.0,3,2.0,,,,,villaverde a perales,True,villaverde a perales,,,3.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1071,,False,251569,2541,True,HouseType 1: Pisos,False,False,2020.0,False,True,,True,True,True,True,,True,True,,True,,,True,True,en trámite,True,,,True,0.0,False,True,False,False
138,21604,Piso en venta en Los Rosales,"Villaverde, Madrid",77.0,66.0,3,1.0,,,,,,True,,,,1.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,598,,False,113500,1474,True,HouseType 1: Pisos,True,False,1968.0,,,,,,False,True,,,,,,,,,,en trámite,False,,,,,True,False,False,False
139,21603,"Piso en venta en paseo de Alberto Palacios, Madrid, 86","San Andrés, Madrid",85.0,75.0,3,1.0,,,,,"Paseo de Alberto Palacios, Madrid, 86",False,Paseo de Alberto Palacios,86,,4.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,698,,False,138000,1624,True,HouseType 1: Pisos,False,False,1966.0,False,True,,,,False,True,,,True,,,,,,,en trámite,False,,,,,,,,
141,21601,"Piso en venta en calle Flora Tristán, 1","Los Rosales, Madrid",133.0,80.0,2,1.0,,,,,"Calle Flora Tristán, 1",False,Calle Flora Tristán,1,,6.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,1105,,False,264000,1985,True,HouseType 1: Pisos,False,False,2003.0,False,True,,True,True,True,True,,True,True,True,True,,,True,True,C,True,,,True,0.0,,,,
142,21600,Piso en venta en EDUARDO MINGUITO,"Los Rosales, Madrid",60.0,,3,1.0,,,,,EDUARDO MINGUITO,True,EDUARDO MINGUITO,,,2.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,531,,False,98260,1638,True,HouseType 1: Pisos,False,False,1960.0,False,True,,,,False,True,,,,,,,,,,F,False,,,,,,,,
143,21599,Piso en venta en calle Estefanita,"Butarque, Madrid",133.0,101.0,3,3.0,,,,,Calle Estefanita,True,Calle Estefanita,,,7.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1135,,False,275000,2068,True,HouseType 1: Pisos,False,False,2004.0,False,True,,,True,True,True,,True,True,,True,,,,,D,False,,,,,,,,
144,21598,Piso en venta en calle Emilia Ballester,"San Andrés, Madrid",85.0,,2,1.0,,,,,Calle Emilia Ballester,True,Calle Emilia Ballester,,,2.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,642,,False,124000,1459,True,HouseType 1: Pisos,False,False,1967.0,False,True,,True,,False,True,,,,True,,,,,,F,False,,,,,False,False,True,True
150,21592,"Piso en venta en calle María de Echarri, 11","Los Rosales, Madrid",121.0,,3,2.0,,,,,"Calle María de Echarri, 11",False,Calle María de Echarri,11,,3.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,1094,,False,260000,2149,True,HouseType 1: Pisos,False,False,2001.0,False,True,,True,True,True,True,,True,True,True,True,,,True,True,no indicado,True,,,True,0.0,True,False,False,True
157,21585,Piso en venta en villaverde a perales s/n,"Butarque, Madrid",104.0,88.0,3,2.0,,,,,villaverde a perales s/n,False,,,,1.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1131,,False,273352,2628,True,HouseType 1: Pisos,False,False,2020.0,False,True,,True,True,True,True,,True,True,,True,,,True,True,en trámite,True,,,True,0.0,False,True,True,False
159,21583,Piso en venta en camino Leganés,"San Andrés, Madrid",95.0,,2,1.0,,,,,Camino Leganés,True,Camino Leganés,,,2.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,762,,False,155000,1632,True,HouseType 1: Pisos,False,False,1965.0,False,True,,,,False,True,,,True,True,,,,,,D,False,,,,,False,False,True,True
160,21582,Piso en venta en calle de Paterna,"San Cristóbal, Madrid",74.0,69.0,3,1.0,,,,,Calle de Paterna,True,Calle de Paterna,,,1.0,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,539,,False,100000,1351,True,HouseType 1: Pisos,False,False,1968.0,,,,,,False,True,,,,,,,,,,E,False,,,,,,,,
162,21580,Ático en venta en calle Lenguas,"San Andrés, Madrid",90.0,85.0,2,2.0,,,,,Calle Lenguas,True,Calle Lenguas,,,7.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,1038,,False,240000,2667,True,HouseType 5: Áticos,False,False,2004.0,False,True,,True,True,True,True,,True,,,True,,,,,en trámite,True,,,True,0.0,False,True,False,False
166,21576,Piso en venta en Benimamet,"San Cristóbal, Madrid",69.0,,3,1.0,,,,,Benimamet,True,Benimamet,,,4.0,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,570,,False,107000,1551,True,HouseType 1: Pisos,False,False,1961.0,,,,,,False,True,,,True,,True,,,,,en trámite,False,,,,,,,,
167,21575,"Ático en venta en calle Calcio, 20","Butarque, Madrid",170.0,,3,2.0,,,,,"Calle Calcio, 20",False,Calle Calcio,20,,8.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1262,,False,325000,1912,True,HouseType 5: Áticos,False,False,2010.0,False,True,,True,True,True,True,,True,True,,True,,,True,True,no indicado,True,,,True,0.0,False,False,True,True
169,21573,"Piso en venta en calle Flora Tristán, 10","Los Rosales, Madrid",98.0,,3,2.0,,,,,"Calle Flora Tristán, 10",False,Calle Flora Tristán,10,,7.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,1161,,False,284900,2907,True,HouseType 1: Pisos,False,False,2001.0,False,True,,True,True,True,True,,True,,,True,,,,True,no indicado,True,,,True,0.0,True,False,False,True
170,21572,"Piso en venta en calle Lenguas, 18 B","San Andrés, Madrid",50.0,,1,1.0,,,,,"Calle Lenguas, 18 B",False,Calle Lenguas,18 B,,7.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,686,,False,135000,2700,True,HouseType 1: Pisos,False,False,2008.0,False,True,,True,True,True,True,,True,,,True,,,True,,en trámite,True,,,True,0.0,False,False,True,False
171,21571,Ático en venta en calle Transversal Sexta,"San Andrés, Madrid",136.0,92.0,3,2.0,,,,,Calle Transversal Sexta,True,Calle Transversal Sexta,,,5.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,1009,,False,230000,1691,True,HouseType 5: Áticos,False,False,1999.0,False,True,,,True,True,True,,,True,,,,,True,,en trámite,True,,,True,0.0,False,True,True,True
173,21569,Piso en venta en camino Leganés,"San Andrés, Madrid",95.0,90.0,3,1.0,,,,,Camino Leganés,True,Camino Leganés,,,2.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,868,,False,185000,1947,True,HouseType 1: Pisos,False,False,1975.0,False,True,,True,True,False,True,,,True,,,,,,,en trámite,False,,,,,False,False,True,True
174,21568,Piso en venta en Los Ángeles,"Villaverde, Madrid",56.0,,3,1.0,,,,,,True,,,,5.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,447,,False,80000,1429,True,HouseType 1: Pisos,True,False,1965.0,,,,,,False,True,,,True,,,,,,,en trámite,False,,,,,,,,
184,21558,Piso en venta en calle tordegrillos,"San Andrés, Madrid",83.0,,3,1.0,,,,,Calle tordegrillos,True,Calle tordegrillos,,,3.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,501,,False,91500,1102,True,HouseType 1: Pisos,False,False,1966.0,,,,,,False,True,,,True,True,,,,,,en trámite,False,,,,,False,False,False,True
187,21555,Piso en venta en calle Concepción de la Oliva,"Butarque, Madrid",58.0,48.0,3,1.0,,,,,Calle Concepción de la Oliva,True,Calle Concepción de la Oliva,,,3.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,561,,False,105000,1810,True,HouseType 1: Pisos,False,False,1966.0,False,True,,,,False,True,,,,True,,,,,,E,False,,,,,False,False,True,False
188,21554,Piso en venta en calle de Berrocal,"Butarque, Madrid",115.0,,3,2.0,,,,,Calle de Berrocal,True,Calle de Berrocal,,,6.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,967,,False,216000,1878,True,HouseType 1: Pisos,False,,2001.0,False,True,,True,,True,True,,True,,,,,,,,en trámite,True,,,True,0.0,,,,
189,21553,Piso en venta en paseo DE LAS MORERAS,"San Andrés, Madrid",82.0,73.0,3,1.0,,,,,Paseo DE LAS MORERAS,True,Paseo DE LAS MORERAS,,,4.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,625,,False,120000,1463,True,HouseType 1: Pisos,False,False,1960.0,False,True,,True,True,False,True,,,,True,,,,,,en trámite,False,,,,,False,True,False,False
